name,review_count,categories,rating,coordinates,price,phone,address
Andersen Bakery,201,"['bakery', 'cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",4.2,"37.5371796,-122.3009773",,(650) 315-2042,"Hillsdale Mall, 198 E Sailer Dr, San Mateo, CA 94403, USA"
The Cake Queen & Coffee Bar,32,"['cafe', 'bakery', 'food', 'store', 'point_of_interest', 'establishment']",4.2,"37.6412685,-122.4258465",,(650) 593-2253,"132 Brentwood Dr, South San Francisco, CA 94080, USA"
Lolita Artisanal Bakery ~Alfajores and Pastries~,17,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",4.9,"37.5372352,-122.3000315",,(650) 504-6997,"Hillsdale Shopping Center - Upper Level Sixty, 31st Ave Store #401, San Mateo, CA 94403, USA"
Safeway Bakery,0,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",0,"37.5566924,-122.2757896",$$,(650) 377-0711,"921 E Hillsdale Blvd, Foster City, CA 94404, USA"
San Francisco Fine Bakery,7,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",4.4,"37.4787108,-122.2139395",,(650) 369-8573,"2537 Middlefield Rd, Redwood City, CA 94063, USA"
Safeway Bakery,0,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",0,"37.450572,-122.1790228",$$,(650) 847-2901,"525 El Camino Real, Menlo Park, CA 94025, USA"
Aroma's Hamati Bakery,13,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",4.7,"37.6391325,-122.4122074",,(650) 490-0225,"1192 Montgomery Ave, San Bruno, CA 94066, USA"
SusieCakes,103,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",4.3,"37.5058154,-122.2601144",$$,(650) 282-2253,"649 Laurel St, San Carlos, CA 94070, USA"
Safeway Bakery,0,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",0,"37.4655151,-122.2251976",$$,(650) 365-2522,"850 Woodside Rd, Redwood City, CA 94061, USA"
Nothing Bundt Cakes,40,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",4.4,"37.50287429999999,-122.2570267",$$,(650) 592-1600,"864 Laurel St, San Carlos, CA 94070, USA"
Safeway Bakery,1,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",5,"37.5764927,-122.3482",$$,(650) 343-3488,"1450 Howard Ave, Burlingame, CA 94010, USA"
The Cakery,69,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",4.3,"37.5784528,-122.3474914",,(650) 344-1006,"1308 Burlingame Ave, Burlingame, CA 94010, USA"
Safeway Bakery,0,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",0,"37.4021583,-122.1119172",$$,(650) 948-4533,"645 San Antonio Rd, Mountain View, CA 94040, USA"
Safeway Bakery,0,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",0,"37.55311349999999,-122.3137657",$$,(650) 341-0374,"1655 El Camino Real, San Mateo, CA 94402, USA"
Safeway Bakery,0,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",0,"37.6033834,-122.3942501",$$,(650) 652-3416,"525 El Camino Real, Millbrae, CA 94030, USA"
La Biscotteria,60,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",4.8,"37.4714798,-122.2146423",$$,(650) 366-4888,"2747 El Camino Real, Redwood City, CA 94061, USA"
Moonside Bakery & Cafe,460,"['bakery', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",4.1,"37.4624279,-122.429541",$$,(650) 726-9070,"604 Main St, Half Moon Bay, CA 94019, USA"
Starbakes Bakery,0,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",0,"37.4786611,-122.2138653",,(650) 995-0700,"2537 Middlefield Rd, Redwood City, CA 94063, USA"
"Oven Fresh Bakery, Inc.",12,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",4.3,"37.6431641,-122.1312253",,(650) 366-9201,"23188 Foley St, Hayward, CA 94545, USA"
La Baguette,303,"['bakery', 'cafe', 'food', 'store', 'point_of_interest', 'establishment']",3.8,"37.4428733,-122.1717167",$$,(650) 321-0535,"170 Stanford Shopping Center, Palo Alto, CA 94304, USA"
Douce France,406,"['bakery', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",4.5,"37.4389992,-122.1588592",$,(650) 322-3601,"855 El Camino Real #104, Palo Alto, CA 94301, USA"
Raymond's Sourdough Bread Outlet,229,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",4.7,"37.6495413,-122.4182699",$,(650) 589-4572,"151 S Spruce Ave, South San Francisco, CA 94080, USA"
Corner Bakery Cafe,673,"['bakery', 'cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",4,"37.4200866,-122.1357984",$,(650) 843-0676,"3375 El Camino Real, Palo Alto, CA 94306, USA"
Safeway Bakery,0,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",0,"37.5207947,-122.3378013",$$,(650) 341-4039,"100 De Anza Blvd, San Mateo, CA 94402, USA"
Safeway Bakery,1,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",4,"37.4693242,-122.4358628",$$,(650) 726-1143,"70 Cabrillo Hwy, Half Moon Bay, CA 94019, USA"
Nothing Bundt Cakes,65,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",3.7,"37.5971747,-122.3853878",$$,(650) 552-9625,"140 S El Camino Real, Millbrae, CA 94030, USA"
Esther's Kitchen & Beer Garden,973,"['bakery', 'cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.5,"37.3999467,-122.1140496",$$,(650) 941-4463,"987 N San Antonio Rd, Los Altos, CA 94022, USA"
The Cake Shop,15,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",4.3,"37.5437958,-122.3061977",,(650) 393-4250,"25 W 25th Ave #6, San Mateo, CA 94403, USA"
Sprinkles Palo Alto,279,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",4.2,"37.4423357,-122.1729112",$$,(650) 323-9300,"393 Stanford Shopping Center, Palo Alto, CA 94304, USA"
The Village Bakery,562,"['restaurant', 'bakery', 'food', 'store', 'point_of_interest', 'establishment']",4.3,"37.4297674,-122.254916",$$,(650) 851-5555,"3052 Woodside Rd, Woodside, CA 94062, USA"
Wedemeyer Bakery,7,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",4.4,"37.6457388,-122.3997465",,(650) 873-1000,"314 Harbor Way, South San Francisco, CA 94080, USA"
Bluebird Treats,0,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",0,"37.5509574,-122.2981783",,,"1040 Bermuda Dr, San Mateo, CA 94403, USA"
Studio Cake,10,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",4.8,"37.4590057,-122.1530118",,(650) 326-1019,"104 Gilbert Ave, Menlo Park, CA 94025, USA"
Sibby's Cupcakery,103,"['bakery', 'meal_takeaway', 'home_goods_store', 'restaurant', 'point_of_interest', 'store', 'food', 'establishment']",4.7,"37.5628618,-122.3185171",,(650) 458-8773,"716 S Railroad Ave, San Mateo, CA 94401, USA"
BiBi Bakery & Cafe,839,"['bakery', 'cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.6,"37.3200139,-121.9746828",$$,(408) 247-4888,"441 Saratoga Ave, San Jose, CA 95129, USA"
La Patisserie Bakery,271,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",4.4,"37.3219173,-122.0189613",$$,(408) 446-4744,"19758 Stevens Creek Blvd, Cupertino, CA 95014, USA"
Jane Ellen Bakery,66,"['bakery', 'cafe', 'point_of_interest', 'store', 'food', 'establishment']",4.9,"37.2731259,-121.9322874",$$,(408) 559-9000,"2686 Union Ave, San Jose, CA 95124, USA"
Golden Bakery,42,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",4.3,"37.4348866,-121.8832179",$,(408) 945-8016,"30 S Park Victoria Dr, Milpitas, CA 95035, USA"
Peters' Bakery,610,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",4.7,"37.365757,-121.827523",$,(408) 258-3529,"3108 Alum Rock Ave, San Jose, CA 95127, USA"
Linda's Bakery,23,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",4.5,"37.3443836,-121.8730029",,(408) 294-3212,"872 E Santa Clara St, San Jose, CA 95116, USA"
CA Bakehouse,130,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",4.6,"37.3316009,-121.8573824",$,(408) 287-9188,"979 Story Rd #7066, San Jose, CA 95122, USA"
Euro Delights Bakery,104,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",3.9,"37.3220129,-121.8238836",$$,(408) 274-6669,"1816 Tully Rd Suite #190, San Jose, CA 95122, USA"
Diamond Bakery,17,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",4.6,"37.49656640000001,-121.9501578",,(510) 659-6960,"45300 Industrial Pl # 1, Fremont, CA 94538, USA"
M.Y Bakery,18,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",4.3,"37.4331568,-121.9011962",,(408) 935-8983,"inside the Marina Grocery, 25 N Milpitas Blvd, Milpitas, CA 95035, USA"
La Terra Bakery & Cafe,90,"['cafe', 'bakery', 'food', 'store', 'point_of_interest', 'establishment']",4.5,"37.3367832,-122.0224656",$$,(408) 366-2577,"located inside Oakmont Plaza, 19960 Homestead Rd, Cupertino, CA 95014, USA"
Honey Bakery & Cafe,121,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",4.2,"37.2719888,-121.9335369",,(408) 819-3125,"2062 Curtner Ave, San Jose, CA 95124, USA"
C'est Si Bon Bakery,109,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",4.3,"37.2447819,-121.8904749",$$,(408) 266-2253,"1375 Blossom Hill Rd #38, San Jose, CA 95118, USA"
Van’s Bakery,68,"['bakery', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",4.4,"37.3228014,-121.8241398",,(408) 270-2222,"1824 Tully Rd, San Jose, CA 95122, USA"
Marvel Cake,161,"['bakery', 'cafe', 'bar', 'point_of_interest', 'store', 'food', 'establishment']",4.6,"37.2850275,-121.9794759",$$,(408) 816-7046,"1614 W Campbell Ave, Campbell, CA 95008, USA"
Q Baking Corner,15,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",4.3,"37.3065771,-121.8123173",,(408) 223-8933,"1631 Capitol Expy Ste #104, San Jose, CA 95121, USA"
Copenhagen Crown Bakery,82,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",3.7,"37.3529318,-121.9613962",,(408) 243-5443,"2079 El Camino Real, Santa Clara, CA 95050, USA"
Pink Elephant Bakeries,596,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",4.4,"37.3451206,-121.8484338",$,(408) 923-3436,"415 S King Rd, San Jose, CA 95116, USA"
Paris Baguette,422,"['bakery', 'cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",4.4,"37.3873295,-121.8833814",$$,(408) 573-8888,"1698 Hostetter Rd M, San Jose, CA 95131, USA"
85C Bakery Cafe - Fremont,235,"['bakery', 'cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",4.2,"37.503691,-121.9752676",$,(510) 573-1636,"43368 Boscell Rd, Fremont, CA 94538, USA"
85°C Bakery Cafe - Milpitas,1280,"['bakery', 'cafe', 'restaurant', 'point_of_interest', 'store', 'food', 'establishment']",4.2,"37.4195059,-121.9154475",$,(408) 432-8585,"672 Barber Ln, Milpitas, CA 95035, USA"
85°C Bakery Cafe - San Jose,1249,"['bakery', 'cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",4.3,"37.3039991,-122.0325852",$,(408) 252-7885,"1183 South De Anza Boulevard #10&20, San Jose, CA 95129, USA"
111 Bakery Inc.,96,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",4.5,"37.3675557,-121.8490598",$,(408) 258-9888,"2347 McKee Rd, San Jose, CA 95116, USA"
L'épi D'or Bakery,145,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",4.3,"37.3238083,-122.0178142",$,(408) 255-2221,"19675 Stevens Creek Blvd, Cupertino, CA 95014, USA"
Flower Flour,276,"['cafe', 'bakery', 'point_of_interest', 'store', 'food', 'establishment']",4.6,"37.2886824,-121.9335789",$$,(408) 279-0843,"1875 S Bascom Ave #140, Campbell, CA 95008, San Jose, CA 95125, USA"
Greenlee's Bakery,227,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",4.4,"37.3318165,-121.9113757",$$,(408) 287-4191,"1081 The Alameda, San Jose, CA 95126, USA"
Delizias Bakery,138,"['bakery', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",4.3,"37.2949879,-121.9503437",$,(408) 866-5446,"1575 S Winchester Blvd, Campbell, CA 95008, USA"
SusieCakes,407,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",4.3,"37.3080848,-121.9010956",$$,(408) 446-2253,"1109 Lincoln Ave, San Jose, CA 95125, USA"
Sheng Kee Bakery #4 - Milpitas,37,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",4,"37.4566702,-121.9104816",$,(408) 262-3388,"1842 N Milpitas Blvd, Milpitas, CA 95035, USA"
85°C Bakery Cafe - Waterford,868,"['bakery', 'cafe', 'restaurant', 'point_of_interest', 'store', 'food', 'establishment']",4.2,"37.27588799999999,-121.852785",$,(408) 265-8585,"541 W Capitol Expy, San Jose, CA 95136, USA"
Popular Portuguese Bakery of San Jose,77,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",4.8,"37.3512876,-121.8582339",$,(408) 258-2800,"1636 Alum Rock Ave, San Jose, CA 95116, USA"
Tous Les Jours,40,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",3.9,"37.3838274,-121.8945049",$$,(408) 770-8266,"1710 Old Oakland Rd, San Jose, CA 95131, USA"
Andersen Bakery,53,"['bakery', 'cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",3.9,"37.252316,-121.864953",,(408) 622-8449,"925 Blossom Hill Rd, San Jose, CA 95123, USA"
Hong Kong Bakery,159,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",4.3,"37.3937639,-122.0792608",$,(650) 969-3153,"210 Castro St, Mountain View, CA 94041, USA"
El Rico Pan Bakery,293,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",4.5,"37.3187303,-121.8828516",$,(408) 298-6228,"231 Willow St, San Jose, CA 95110, USA"
Gold Tree Bakery,20,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",4.4,"37.3180109,-121.9321656",,(408) 977-1368,"547 S Bascom Ave, San Jose, CA 95128, USA"
Sheng Kee Bakery #6 - Milpitas,166,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",4.1,"37.422304,-121.9166472",$,(408) 428-9880,"386 Barber Ln, Milpitas, CA 95035, USA"
85°C Bakery Cafe - Cupertino,1048,"['bakery', 'cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",4.2,"37.323904,-122.011104",$,(669) 721-1185,"19459 Stevens Creek Blvd Suite 100, Cupertino, CA 95014, USA"
Sweet Passions Bakery,40,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",3.6,"37.350273,-121.860332",,(408) 251-1080,"1512 Alum Rock Ave, San Jose, CA 95116, USA"
Andersen Bakery,240,"['bakery', 'meal_takeaway', 'cafe', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",4.1,"37.4146751,-121.8977266",$$,(408) 649-3289,"270 Great Mall Dr, Milpitas, CA 95035, USA"
La Sonorense Bakery,174,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",4.4,"37.3193835,-121.8817143",$,(408) 286-3767,"163 Willow St, San Jose, CA 95110, USA"
Delizias Bakery,78,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",4.5,"37.2829782,-121.8242672",,(408) 224-9907,"3975 Senter Rd #107, San Jose, CA 95111, USA"
Nothing Bundt Cakes,119,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",4.2,"37.2928139,-121.9131799",$$,(408) 448-1000,"1702 Meridian Ave Suite B, San Jose, CA 95125, USA"
Panaderia La Estrella,37,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",4.6,"37.3564488,-121.8408962",,(408) 649-3152,"158 S Jackson Ave, San Jose, CA 95116, USA"
Safeway Bakery,0,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",0,"37.3227983,-121.9121468",$$,(408) 882-0999,"1300 W San Carlos St, San Jose, CA 95126, USA"
MCourse Bakery,3,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",4.7,"37.3529122,-121.9870992",,,"1614 Pomeroy Ave, Santa Clara, CA 95051, USA"
Baker's Village,56,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",4,"37.3513931,-121.9999131",,(408) 246-2434,"1488 Halford Ave, Santa Clara, CA 95051, USA"
Clover Bakery & Cafe,383,"['bakery', 'cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.8,"37.3155804,-121.978151",$,(408) 257-3412,"4342 Moorpark Ave, San Jose, CA 95129, USA"
Sheng Kee Bakery #8 - Cupertino,257,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",4.4,"37.3363713,-122.0149261",$,(408) 865-6000,"10961 N Wolfe Rd, Cupertino, CA 95014, USA"
Delizias Bakery,65,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",4.4,"37.2601932,-121.807754",,(669) 234-7990,"5320 Monterey Hwy, San Jose, CA 95111, USA"
Sheng Kee Bakery #2 - Cupertino,23,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",3.8,"37.3244469,-122.0338223",$,(408) 255-9999,"10122-C Bandley Dr, Cupertino, CA 95014, USA"
Mexicana Bakery,70,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",4,"37.3411592,-121.862241",,(408) 298-1409,"1170 E William St, San Jose, CA 95116, USA"
Mian Bao House,22,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",4.2,"37.4553133,-121.9100717",,(408) 649-3511,"1718 N Milpitas Blvd, Milpitas, CA 95035, USA"
Los Tres Hermanos Bakery,184,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",4.7,"37.350453,-121.8135896",,(408) 729-9640,"1430 S White Rd #4749, San Jose, CA 95127, USA"
CD Bakery & Deli,15,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",4.5,"37.3222702,-121.8236878",,(408) 238-1484,"1816 Tully Rd # 198, San Jose, CA 95122, USA"
Valerio's City Bakery,106,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",4.4,"37.3873101,-121.858317",$,(408) 254-9490,"2518 Berryessa Rd, San Jose, CA 95132, USA"
El Pan Dulce Bakery,216,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",4.5,"37.3576773,-121.8624943",$$,(408) 272-3666,"1657 McKee Rd, San Jose, CA 95116, USA"
Batch 22 Bakery,6,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",5,"37.311311,-122.0228546",,(408) 904-9366,"10798 S Blaney Ave, Cupertino, CA 95014, USA"
Safeway Bakery,0,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",0,"37.3728669,-122.0578117",$$,(408) 732-5900,"639 S Bernardo Ave, Sunnyvale, CA 94087, USA"
Queen Bakery,2,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",4,"37.2987362,-121.8394137",,(408) 226-1627,"2869 Senter Rd, San Jose, CA 95111, USA"
Passion pastry,13,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",4.9,"37.6593567,-121.8757236",,(510) 915-9444,"46 W Angela St, Pleasanton, CA 94566, USA"
Mary's Bakery,163,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",4.3,"37.5752991,-122.0403748",$$,(510) 796-7875,"34370 Fremont Blvd, Fremont, CA 94555, USA"
Cakes & Bakes,574,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",4,"37.5516386,-121.9801937",$,(510) 648-2726,"3143 Walnut Ave, Fremont, CA 94538, USA"
Karin Johnson Specialty Cakes and Pastries,35,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",4.6,"37.6948461,-122.0749456",,(510) 329-5980,"20865 Redwood Rd, Castro Valley, CA 94546, USA"
La Farfalla Bakery,76,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",4.2,"37.55662179999999,-121.9524134",,(510) 651-0888,"39947 Mission Blvd, Fremont, CA 94539, USA"
Bakery Street Inc,139,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",4.5,"37.7036094,-122.1610412",$,(510) 357-8880,"1465 Factor Ave, San Leandro, CA 94577, USA"
Primrose Bakery,139,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",4.3,"37.6593482,-121.8760446",$$,(925) 249-1261,"350 Main St, Pleasanton, CA 94566, USA"
Always Yours Bakery Cafe,59,"['bakery', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']",4.6,"37.6962516,-122.0777228",,(510) 363-8736,"20634 Rustic Dr, Castro Valley, CA 94546, USA"
Tous Les Jours,329,"['bakery', 'cafe', 'restaurant', 'point_of_interest', 'store', 'food', 'establishment']",4.5,"37.7070564,-121.928899",$$,(925) 828-7081,"7151 Amador Plaza Rd, Dublin, CA 94568, USA"
Silva Bakery: Portuguese Baked Goods & Artisan Breads,117,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",4.7,"37.6877262,-122.1050266",,(510) 278-3322,"18563 Mission Blvd, Hayward, CA 94541, USA"
Innlay Bakery,62,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",4.3,"37.5412119,-122.026051",,(510) 792-7078,"5566 Thornton Ave, Newark, CA 94560, USA"
Minia's Bake Shop,19,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",4.7,"37.5388168,-122.0192423",,(510) 791-8343,"5445 Central Ave #1, Newark, CA 94560, USA"
Red Ribbon Bakeshop,37,"['bakery', 'meal_takeaway', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",4.3,"37.5913524,-122.0698645",,(510) 324-8296,"31840 Alvarado Blvd, Union City, CA 94587, USA"
CAKE by Gala Bakery,55,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",4.6,"37.67575,-122.1419322",$$,(510) 278-8004,"1432 Vía Lacqua, San Lorenzo, CA 94580, USA"
Paris Baguette,127,"['bakery', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",4.1,"37.5361736,-121.9990033",$$,(510) 894-2635,"5009 Mowry Ave, Fremont, CA 94538, USA"
85C Bakery Cafe - Pleasanton,794,"['bakery', 'cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",4.2,"37.6968793,-121.8489467",$,(925) 201-1775,"2725 Stoneridge Dr Ste 101, Pleasanton, CA 94588, USA"
Bunso Breads Bakery & Cafe,98,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",4.7,"37.6618709,-121.8745306",,(925) 289-6562,"618 Main St Ste A, Pleasanton, CA 94566, USA"
Don Polvoron Bakery,282,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",4,"37.6323717,-122.0687354",$,(510) 887-2102,"669 W Tennyson Rd, Hayward, CA 94544, USA"
Elite Bakery,83,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",4.4,"37.5891453,-122.070487",$$,(510) 400-1425,"4123 Dyer St, Union City, CA 94587, USA"
Noland's Cake Shop,55,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",4.4,"37.6577485,-121.8784902",,(925) 462-3333,"205 Main St, Pleasanton, CA 94566, USA"
Tous Les Jours Fremont,120,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",4,"37.4888959,-121.9294422",$$,(510) 249-9350,"46819 Warm Springs Blvd, Fremont, CA 94539, USA"
85°C Bakery Cafe - Newark,959,"['bakery', 'cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",4.2,"37.5479479,-122.0474232",$,(510) 796-8585,"35201-V, Newark Blvd, Newark, CA 94560, USA"
Red Ribbon Bakeshop,14,"['bakery', 'meal_takeaway', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",3.9,"37.6491447,-122.1063967",,(510) 999-8949,"24536 Hesperian Blvd #300, Hayward, CA 94545, USA"
J R Rice Bakery,25,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",4.5,"37.6734858,-122.0853548",,(510) 888-1534,"22458 Mission Blvd, Hayward, CA 94541, USA"
Andersen Bakery,317,"['bakery', 'meal_takeaway', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",4.2,"37.6027917,-122.0667764",$$,(510) 324-4200,"31097 Courthouse Dr, Union City, CA 94587, USA"
Nothing Bundt Cakes,93,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",4.6,"37.5467422,-121.9876597",$$,(510) 791-1645,"39052 Fremont Hub, Fremont, CA 94538, USA"
Sheng Kee Bakery #10 - Union City,324,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",4.2,"37.5882139,-122.0230646",$,(510) 477-9800,"34332 Alvarado-Niles Rd, Union City, CA 94587, USA"
Kee Wah Bakery - Dublin,113,"['bakery', 'cafe', 'store', 'food', 'point_of_interest', 'establishment']",4.2,"37.7046187,-121.8754816",$$,(925) 829-3939,"Ulferts Center, 4288 Dublin Blvd #107, Dublin, CA 94568, USA"
The Cupcake Shoppe,182,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",4.5,"37.6736111,-122.0836111",$$,(510) 784-9000,"22521 Main St, Hayward, CA 94541, USA"
Starbread Bakery,180,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",4.1,"37.5898618,-122.0714018",$,(510) 431-3616,"31859 Alvarado Blvd, Union City, CA 94587, USA"
Bakery La Mejor,139,"['bakery', 'cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.3,"37.5870321,-122.0193472",,(510) 400-3920,"34572 Alvarado-Niles Rd, Union City, CA 94587, USA"
Safeway Bakery,10,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",4.5,"37.6893554,-122.1382946",$$,(510) 483-2225,"699 Lewelling Blvd, San Leandro, CA 94579, USA"
Andersen Bakery,175,"['bakery', 'meal_takeaway', 'cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",4.2,"37.6959003,-121.9289262",,(925) 467-1402,"2033 Stoneridge Mall Rd, Pleasanton, CA 94588, USA"
Safeway Bakery,0,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",0,"37.6963256,-122.0750449",$$,(510) 538-3088,"20629 Redwood Rd, Castro Valley, CA 94546, USA"
Safeway Bakery,3,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",4,"37.6527988,-122.0912391",$$,(510) 783-8611,"231 W Jackson St, Hayward, CA 94544, USA"
La Farfalla Bakery,32,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",3.6,"37.5232278,-122.0078607",$,(510) 598-4189,"39055 Cedar Blvd #182, Newark, CA 94560, USA"
Amia Bakery,197,"['bakery', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']",4,"37.5455343,-121.9876009",$$,(510) 793-8808,"39095 Fremont Hub, Fremont, CA 94538, USA"
Safeway Bakery,1,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",5,"37.5876275,-122.0193684",$$,(510) 429-9090,"1790 Decoto Rd, Union City, CA 94587, USA"
Le Chef Bakery (San Francisco),4,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",3.5,"37.6182023,-122.0963484",,(800) 858-3243,"28301 Industrial Blvd n, Hayward, CA 94545, USA"
Safeway Bakery,0,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",0,"37.6797966,-122.0834782",$$,(510) 582-0700,"22280 Foothill Blvd, Hayward, CA 94541, USA"
